code2011,area
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002370000,7744.2734214188467
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002380000,160394.09055178642
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002390000,88248.746352675662
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002400000,32660.646961517781
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002410000,87303.140616872624
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002420000,120343.52472955524
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002430000,136662.48997306862
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002440000,69531.885945184215
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002450000,79257.838600749979
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002461000,79139.848550575014
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002462000,37277.491485441555
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002463000,31071.370301812527
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002471000,258863.89838172556
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002472000,218986.10912687297
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002473000,172873.70000183076
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002474000,60945.159973685608
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002480000,269130.29062102828
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002490000,24844.191599942431
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002500000,16030.550603655534
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002510000,13642.258843490734
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002520000,7468.2018772348456
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002530000,6922.2478169326296
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002540000,7823.9401807767681
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002550000,5840.5248863363067
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002560000,15168.459759276111
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002573000,23647.579873535535
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002580000,15747.956720822822
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002590000,11351.603366071186
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002600000,12518.594621533488
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002610000,285430.97858295555
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002620000,6304.8748155162393
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002630000,40597.634659854921
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002640000,13960.223784224203
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002650000,16158.280118586066
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002660000,25075.607336007568
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002670000,12478.595530130857
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002680000,9252.2897971015609
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002690000,13606.057972919509
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002700000,13543.600690779331
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002710000,27067.552231319401
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002720000,12452.514522017313
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002730000,5514.1807375231929
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002740000,15787.525969221861
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002750000,8564.1499398217456
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002760000,11119.60794993502
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002770000,18745.530404189263
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002780000,9861.6197628170885
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002791000,13289.351664254315
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002792000,8986.78676084168
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002810000,37164.425736183737
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002820000,5315.2367846813959
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002830000,14092.700684344709
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002840000,4832.2136883732892
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002850000,5963.3331706809122
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002860000,918821.95280794823
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002870000,14411.054170279238
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002880000,19077.465924034215
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002890000,10155.489571893631
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002900000,9167.2451253958407
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002911000,309570.64085575379
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002912000,134267.05337858899
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002913000,78737.933749150834
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002920000,687608.22183276608
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002930000,11319.276562198758
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002940000,80632.265552261408
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002950000,60592.409328917915
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002961000,108900.67329046794
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002962000,49937.11206971488
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002963000,258008.38907644202
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002965000,92006.960902068546
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002970000,88159.727551306394
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002981000,65823.194057387358
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002982000,15469.838719136451
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002983000,14903.069617205767
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002984000,14096.497219844567
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002985000,10521.577574823772
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002991000,90254.002503411713
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002992000,58862.059310798955
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002993000,83168.351853093511
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002994000,81131.719548264839
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002995000,58348.255583778511
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002996000,43529.018669019955
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003000000,66321.078673663113
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003011000,37124.168698808324
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003012000,14588.656419327106
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003013000,36703.023594183316
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003014000,26274.546010329075
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003015000,21000.359024453093
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003020000,20750.679433048859
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003030000,14454.345773425497
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003040000,16136.604279693918
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003050000,17809.950234077576
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003060000,11767.808308792537
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003070000,20548.708081279026
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003080000,16623.52472897384
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003090000,51122.657557792103
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003100000,22109.670051028748
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003120000,36367.922714446388
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003130000,20871.925466682471
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003140000,80491.617610608708
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003150000,26849.284542206879
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003160000,53845.45219118199
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003170000,14666.337674487342
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003180000,26996.578663211832
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003190000,38884.201850792211
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003201000,384049.89622217254
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003202000,194517.61814677835
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003211000,174006.55330145601
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003212000,46694.728836758251
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003220000,16987.738867614
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003240000,29058009.256009694
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003250000,55123.725994367247
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003260000,61155.815889324345
http://linked.data.gov.au/dataset/asgs2011/meshblock/80003270000,87296.114831723302
